RefSeq_accession_number,gene_symbol,gene_name,AO-A12D.01TCGA,C8-A131.01TCGA,AO-A12B.01TCGA,BH-A18Q.02TCGA,C8-A130.02TCGA,C8-A138.03TCGA,E2-A154.03TCGA,C8-A12L.04TCGA,A2-A0EX.04TCGA,AO-A12D.05TCGA,AN-A04A.05TCGA,BH-A0AV.05TCGA,C8-A12T.06TCGA,A8-A06Z.07TCGA,A2-A0CM.07TCGA,BH-A18U.08TCGA,A2-A0EQ.08TCGA,AR-A0U4.09TCGA,AO-A0J9.10TCGA,AR-A1AP.11TCGA,AN-A0FK.11TCGA,AO-A0J6.11TCGA,A7-A13F.12TCGA,BH-A0E1.12TCGA,A7-A0CE.13TCGA,A2-A0YC.13TCGA,AO-A0JC.14TCGA,A8-A08Z.14TCGA,AR-A0TX.14TCGA,A8-A076.15TCGA,AO-A126.15TCGA,BH-A0C1.16TCGA,A2-A0EY.16TCGA,AR-A1AW.17TCGA,AR-A1AV.17TCGA,C8-A135.17TCGA,A2-A0EV.18TCGA,AN-A0AM.18TCGA,D8-A142.18TCGA,AN-A0FL.19TCGA,BH-A0DG.19TCGA,AR-A0TV.20TCGA,C8-A12Z.20TCGA,AO-A0JJ.20TCGA,AO-A0JE.21TCGA,AN-A0AJ.21TCGA,A7-A0CJ.22TCGA,AO-A12F.22TCGA,A8-A079.23TCGA,A2-A0T3.24TCGA,A2-A0YD.24TCGA,AR-A0TR.25TCGA,AO-A03O.25TCGA,AO-A12E.26TCGA,A8-A06N.26TCGA,A2-A0YG.27TCGA,BH-A18N.27TCGA,AN-A0AL.28TCGA,A2-A0T6.29TCGA,E2-A158.29TCGA,E2-A15A.29TCGA,AO-A0JM.30TCGA,C8-A12V.30TCGA,A2-A0D2.31TCGA,C8-A12U.31TCGA,AR-A1AS.31TCGA,A8-A09G.32TCGA,C8-A131.32TCGA,C8-A134.32TCGA,A2-A0YF.33TCGA,BH-A0DD.33TCGA,BH-A0E9.33TCGA,AR-A0TT.34TCGA,AO-A12B.34TCGA,A2-A0SW.35TCGA,AO-A0JL.35TCGA,BH-A0BV.35TCGA,A2-A0YM.36TCGA,BH-A0C7.36TCGA,A2-A0SX.36TCGA,263d3f-I.CPTAC,blcdb9-I.CPTAC,c4155b-C.CPTAC
NP_056009,MYO1D,unconventional myosin-Id,0.970407843,1.642499435,-0.906489222,0.018035414,0.847406786,1.108396617,1.634153334,-0.045459062,3.58629911,0.598602718,1.271944538,1.32222826,-1.165404878,-1.071755615,-1.223151882,2.225148862,-0.537615036,-2.377046671,0.712455932,0.692775885,1.728559185,1.816400834,1.540328554,0.979041599,-0.968515058,1.584505817,0.12600283,0.9988089,1.127415359,1.708439928,0.357282231,-0.250702536,0.183872972,0.839888472,0.744842917,1.031498851,1.223151169,0.315996031,2.913480228,-1.226492699,1.194984588,0.50554471,-0.152730183,0.763954564,0.625115253,-0.583228204,-1.873274458,-1.12281615,-0.715304912,1.139935026,0.388914786,0.807837419,-0.599765844,0.302841807,-0.468709643,0.199058916,0.825246604,-2.019770142,1.599687933,0.201946205,2.036969915,2.14053198,-1.273986291,0.436805921,-1.674814099,0.328481069,-0.124676024,1.924986702,-1.00065731,1.992089443,-0.654776221,1.423714856,1.451074242,-1.326480377,-0.198319009,0.631156127,0.650256035,0.857625868,-0.840049661,-0.207890363,0.022565146,-0.584884642,-0.263645484
NP_036355,MYO1B,unconventional myosin-Ib isoform 2,1.526638375,2.92567769,-2.383684798,-0.758093177,0.555498456,-0.054573638,-0.789467064,1.26226733,0.138339082,1.181314911,1.525946301,1.032070054,0.084078166,-1.342630438,-1.910099596,-0.606425889,0.974087218,-0.32169214,0.821154302,1.040308431,-1.1936236,-0.179545428,1.34748388,0.657885755,-1.678679466,-0.50335835,-2.115154678,-0.204951197,0.534467837,1.287387691,1.794560171,-0.022072902,0.350428942,-0.803769651,-0.451928773,2.411045068,-0.485215372,-0.538908811,1.720615893,-1.646925827,1.096613138,-1.91488124,-0.849703832,-0.572417035,-0.053676909,-1.205837669,0.093873395,-0.590891148,-0.4547874,0.021311241,-0.270225086,-3.082261511,-0.278426614,1.076061059,2.275784765,-1.724860106,0.975482033,-1.384262929,2.069974987,0.17281546,0.806745508,0.64996238,1.536753752,-0.361533514,-0.62064227,-0.908314107,-0.710351311,2.878132945,-0.481451897,-0.60856182,-1.853695408,-0.434862113,1.850163798,-4.421227401,-0.809387436,-0.150636176,-1.875966082,0.926413204,-1.255071454,-1.119528776,-0.031521179,-0.79115636,-0.304687923
NP_001155291,MYO1B,unconventional myosin-Ib isoform 1,1.526638375,2.92567769,-2.383684798,-0.758093177,0.555498456,-0.083830751,-0.759359978,1.26226733,0.138339082,1.181314911,1.525946301,1.032070054,0.058578512,-1.279636293,-1.902752562,-0.606425889,0.931989181,-0.32169214,0.813102571,1.040308431,-1.1936236,-0.179545428,1.351501478,0.670905587,-1.678679466,-0.463890218,-2.115154678,-0.179872862,0.482788925,1.280190217,1.79840316,-0.022072902,0.350428942,-0.792057123,-0.409091308,2.421314643,-0.474012969,-0.526336681,1.709771671,-1.603746208,1.082560074,-1.951299686,-0.805947639,-0.582566692,-0.042787195,-1.217950693,0.093873395,-0.578578069,-0.500955061,0.01822112,-0.240667244,-3.072785021,-0.286596255,1.057069709,2.261695985,-1.704572735,0.975482033,-1.371023195,2.069974987,0.1593705,0.806745508,0.670474806,1.555269826,-0.408103314,-0.62064227,-0.915381508,-0.710351311,2.878132945,-0.566220128,-0.60856182,-1.853695408,-0.434862113,1.875793403,-4.435502064,-0.809387436,-0.072142973,-1.875966082,0.926413204,-1.255071454,-1.119528776,-0.0017737,-0.786946733,-0.29100711
NP_002462,MYH6,myosin-6,1.111370375,-0.616218123,-3.467331083,-3.865952926,-0.448141417,0.801196927,-0.883551707,-0.363480574,1.515271976,0.488657021,1.618310578,-0.418720977,-2.134391728,-1.036058933,-1.054170092,-1.202194571,-1.842654196,-1.914291411,1.557887706,0.7382861,0.613670171,2.589935877,1.443906217,1.117919801,-0.315163802,1.458207795,-0.728068321,-0.308847158,-3.227213,2.039523739,0.872242776,-0.532307329,0.296298252,-1.853993012,-0.49744358,-4.024555147,-2.669684065,1.082895963,1.724230633,0.177981208,1.326146521,-0.368497994,-1.331021957,0.100843594,1.031664569,-2.579454658,0.719169533,0.029688022,-0.807640233,2.057700949,3.699393065,-2.717416666,-1.016417557,1.46674026,2.261695985,0.290352086,0.154427942,0.979029522,3.152326808,1.098276831,2.529059677,-2.956805802,0.514666464,1.018928426,-0.514493024,1.003417865,-4.545320998,-0.102822438,2.630248574,2.332786115,-0.279380782,1.412001136,1.407137777,-3.681799837,-0.809387436,0.552662924,-1.594169652,3.71000744,2.551526285,3.587623813,-0.099129086,-1.497321272,-0.67602427
NP_000248,MYH7,myosin-7,-0.507793845,1.391530818,-2.799405879,-3.865952926,-0.510458925,0.512282933,-1.496983578,-0.371705269,1.759142925,0.364051898,1.229061123,-0.17917176,-3.086378809,-1.036058933,-1.054170092,-1.028149788,-1.525005368,-1.250207564,1.364646157,0.920326957,0.719291235,2.50806538,1.616662904,0.332389968,-0.315163802,0.972749775,-0.363373705,-0.448569312,-2.976978266,1.845191937,-0.203794184,-0.15032855,0.275478756,-1.853993012,-1.498769334,-0.7006361,-2.145971699,1.087086673,1.489272506,-0.249269754,1.124719267,-0.696264008,-1.093488337,0.087310717,1.583410069,-2.535847769,0.719169533,0.359678533,-1.236339936,1.733238249,2.957491237,-2.760060868,-1.2615068,2.060898211,1.903840964,0.290352086,0.154427942,0.492469312,2.816901483,0.661315651,2.068284718,-0.751720041,-0.68887835,1.161964241,-0.529134299,0.946878657,-1.563458235,1.651574234,1.648349901,0.826149721,-0.269995896,1.013734642,1.125212127,-3.793142211,-0.809387436,0.552662924,-1.594169652,3.776501866,2.687635582,3.742542759,-0.109946351,-1.592037877,-0.973093348
NP_036467,MYO1F,unconventional myosin-If,0.08272487,2.524937478,-2.466829014,1.924903075,-0.464540761,-0.080173612,-0.665275336,0.374000347,0.239639322,0.067198517,-0.245468593,0.961217469,-1.016656896,-0.935268302,0.598912641,0.755809245,0.46125658,3.978325892,0.809076706,1.578156419,-1.936882943,0.051950461,0.250679797,-0.505219192,-0.92432705,0.053142307,0.026257294,-1.326311049,-0.042160028,1.431337174,-2.571075496,1.483536886,1.016652822,1.491885875,0.37804712,0.144892226,0.819864642,1.376245664,0.863922415,-1.858278696,-0.608491993,0.418700723,-1.646691637,1.034612103,2.313020895,-1.525621518,-0.70380168,-1.314900179,-1.460582858,-0.624524038,-0.790443101,-1.16090327,-0.937444356,-1.607145397,-1.116793538,-0.091726736,-0.872763135,-0.570019311,-0.547725744,-0.566657307,1.200417318,-0.850863432,2.329241722,1.218513285,1.260761619,0.084655734,-0.702328362,2.756616293,-0.075270791,0.500595123,-1.421990652,-0.719895976,3.197548723,-2.959501869,-0.584256963,0.310903858,-0.251492543,1.630336953,-2.252462538,1.394924885,-0.794138364,-1.562570489,-0.922278901
NP_004989,MYO1E,unconventional myosin-Ie,0.53990065,2.18491548,-2.641431868,1.965047657,-0.225110334,0.739025561,-0.085713936,1.865411578,1.372701268,-0.204000869,0.951968291,1.743969839,-0.940157934,-1.319532585,0.867079396,0.822749547,-0.610329828,2.244496119,0.736611125,0.262497495,-0.321271845,0.797254299,1.660856475,-0.158023685,0.066746835,0.104450878,-1.388882495,0.497242193,-0.640547435,1.517706864,-1.149169513,0.828317812,0.113086685,0.523650211,-0.103874366,0.062735628,0.881477861,0.730876322,1.717001152,-1.051501614,0.342432022,0.701644034,-0.008959834,-0.359274223,1.583410069,-1.058058769,-0.582122431,0.406468232,-0.998906254,0.398305997,-0.350031258,-3.004080472,-1.182533599,-0.625021295,-0.922368369,-0.348700103,-0.960109314,-0.143037902,0.005553142,0.822655164,0.408600155,0.226038916,0.714640064,2.236396064,-0.386381864,-0.01782158,-0.710351311,1.742711723,1.715458084,-0.676701154,-1.436067981,0.260151964,1.27166701,-3.693219567,-0.645363805,0.678252049,-1.206285154,1.341430138,-1.676787147,-0.085742733,0.065834206,-0.659605519,-0.10924774
NP_001243024,NA,myosin-10 isoform 3,2.101917898,0.513140656,-0.673685416,-0.821655433,0.230791439,1.327824967,0.437396678,-1.758937039,2.828423238,1.910621366,0.414276247,0.0131424,-0.91465828,0.414906202,-0.701512442,-1.15533636,-1.984256686,-1.869217847,0.342076297,0.167339774,0.766233931,2.544765947,-0.516681301,0.922622329,-0.053192043,0.641217469,-1.282902863,0.869834604,-0.455591328,1.280190217,0.853027831,-0.574129824,-0.63641518,-1.82666378,-0.219000055,-0.269313958,-0.247164297,-0.266512661,1.388059775,-1.185585692,0.853026691,1.141466805,-1.415408901,-0.629931762,-0.158944142,-1.508663283,-1.609636086,0.502510247,-0.956036284,-0.089933113,-0.021939215,-2.174887643,-0.177667703,-0.329298844,0.573860101,-1.207532144,0.55622037,-0.325084239,0.762853618,0.085423224,-0.785835905,0.222620179,-1.318424869,0.689613409,-0.089896037,-0.402994935,-1.079406971,0.413623336,0.316782276,0.40217164,-1.670690131,1.205058742,0.469826525,-1.009582849,-1.970417446,1.171189365,-0.148719727,0.942463583,-1.089955257,-0.392601414,0.555315449,-0.447019361,0.334401476
NP_149043,MYO1G,unconventional myosin-Ig,0.802776723,1.294381675,-1.943020452,2.098862932,-0.592455647,-0.420287555,-0.830864307,-0.615704533,0.588562372,0.561954152,-1.30435906,3.140777948,-0.468414336,-0.775683135,1.124225599,0.966671195,2.382457925,1.799770285,-0.294010467,1.329918886,-1.627843532,0.825485504,-0.938529025,-0.379360821,0.073059408,0.068929559,1.575430147,-1.835042995,1.141015072,0.315728682,-1.20681435,1.753989014,0.675213083,2.573342645,0.466399392,0.894571187,1.802875553,1.300812884,0.90368456,-1.762829013,-0.908290697,0.485934777,0.041047244,1.281587108,2.744979544,0.400349393,0.171612915,-1.502058976,-1.295698357,-0.69559682,0.063778527,-2.996973105,-0.763158672,-1.140500796,-1.12242905,-0.203307277,-0.526872262,-1.063199388,0.136956878,0.143684714,1.607509758,-0.232071924,4.317868077,1.391486829,1.377891822,-1.371228872,0.616109613,1.795875258,-0.205955147,-1.036325419,-0.898783257,-0.188873985,2.75086133,-2.314287084,0.563908449,0.832098727,-0.009479138,1.096088636,-1.228295854,2.440627771,-0.73193909,-0.597513523,-0.193287018
NP_067047,ZNF462,zinc finger protein 462,1.18375654,-0.838851574,-7.763115591,1.101939137,-0.14967335,1.53262476,-1.086774535,0.590583963,-0.068013259,,,,-0.251667277,0.060039186,0.161764096,-2.266545364,0.671746767,,-1.948641225,2.277358803,1.857651597,0.938410328,-0.500610911,-4.806103529,-0.807544459,1.292441642,-0.690663745,-1.340641527,1.304211638,-0.360833887,0.718523211,0.79207165,0.500329315,-0.237664121,0.013928663,0.897994379,-0.165946871,-1.536297794,-0.773554991,0.612050004,-1.095664888,,,,-1.650834936,0.683794168,0.401451495,3.329593131,-0.111827638,-3.847520192,-5.880303455,,,,,,,2.170605548,0.93575327,3.686431515,0.077557951,-2.187589839,2.070016685,-3.162374364,0.916691647,1.653618757,-8.674465486,-1.185080125,-3.988737445,,,,0.305064781,-3.362047377,1.695993113,1.723781515,-0.24817729,0.435730201,-1.152431656,1.823931197,,,
NP_002461,MYH3,myosin-3,-0.450646873,0.768157155,-2.480686384,-2.397330289,-0.398943384,0.808511205,-0.748069821,-0.155121652,1.275152889,-0.390908553,1.209268778,-0.17917176,-1.7901464,-2.241346903,-0.337834241,-1.202194571,-1.287725521,0.117023886,1.557887706,1.102367815,0.425899389,2.262453888,1.403730244,1.117919801,-0.801231886,1.458207795,0.166524454,-0.616952421,-3.159214431,1.427738437,0.27273647,-0.532307329,0.600262897,-1.248845722,-1.498769334,-1.768671881,-3.123381409,1.606734714,1.25792912,0.512055098,0.679705565,-0.368497994,-1.331021957,0.07377784,1.307537319,-2.419562733,0.783389137,0.433557005,-0.731793362,1.600363048,2.484565768,-2.672403341,-0.714140824,0.226876407,0.585131126,0.442507368,0.332614149,0.969099722,1.803709523,0.136962235,1.643298105,-0.187628335,-0.059331832,1.161964241,-0.401023139,1.162434387,-1.202425524,1.127533669,1.517665546,0.421099233,-0.638352671,1.396382842,1.20210094,-2.985196263,-0.494204773,0.34230114,-1.438352802,2.44432044,2.20121219,2.381043561,0.052312625,-1.425757615,0.176094928
NP_060003,MYH4,myosin-4,1.035174411,1.391530818,-2.799405879,-1.567675588,-0.126714268,1.016968138,0.125035664,-0.212694512,2.08180295,0.364051898,1.229061123,-0.17917176,-1.9006449,-1.98727052,-0.66477727,-0.713530371,-1.525005368,0.117023886,1.565939437,1.102367815,0.613670171,2.423371762,1.616662904,-0.223122843,-0.839107321,0.972749775,-0.728068321,-0.584708847,-2.86274067,1.845191937,0.703151254,-0.420780679,0.221348065,-1.244941546,-1.683505904,-0.837563764,-2.669684065,1.606734714,2.056786751,0.48478376,1.087244429,-0.326476711,-2.549944482,0.039945647,1.031664569,-2.288742067,-0.088645478,0.652729807,-1.668337329,1.637444499,3.241246518,-2.760060868,-1.2615068,0.226876407,0.841546928,0.222727515,-0.167006,0.979029522,1.824457481,0.390175637,1.844607553,-2.926037164,-0.562969047,1.305000057,-0.514493024,1.003417865,-2.269477759,1.1844946,1.906186603,0.046332894,-0.460039837,0.986402628,-0.537050797,-2.930952542,-0.809387436,0.552662924,-1.594169652,2.572723469,1.257372305,2.619380401,-0.20459742,-1.687806889,-1.3483385
NP_003793,MYH13,myosin-13,0.962788246,1.699169768,-2.480686384,-0.597514848,-1.399303388,1.221767931,0.237937235,0.256113062,2.093058532,0.928439808,0.928877221,-0.209537154,-1.9006449,-2.241346903,-0.374569413,-0.713530371,-1.452290576,0.600813476,1.823594835,1.176839074,0.719291235,2.341501265,1.616662904,-0.040845202,-0.801231886,0.605696151,-0.363373705,-0.466482409,-2.976978266,1.71923614,0.145917828,-0.15032855,0.312953849,-1.244941546,-1.316710106,0.887724804,-2.260796336,1.908465835,1.659165306,0.368880574,0.853026691,-0.368497994,-2.199894936,0.046712086,1.666897875,-2.371110635,0.69550968,0.601014877,-0.731793362,1.371694097,2.484565768,-2.717416666,-1.016417557,-0.079698243,0.537229272,0.2565398,-0.006289029,0.194575305,1.824457481,-0.389632008,0.350444092,0.195270278,0.255441427,1.018928426,-0.514493024,1.003417865,-2.269477759,0.675643618,1.648349901,-0.112658886,-0.638352671,0.576422414,1.227730545,-3.079409042,-0.809387436,0.552662924,-1.594169652,2.354896902,1.286379205,1.710721198,0.098286001,-1.354193957,-0.124882954
NP_060004,MYH2,myosin-2,1.035174411,1.233663462,-2.799405879,-1.567675588,-0.448141417,1.090110921,-0.033026536,-0.155121652,1.995510152,0.364051898,1.229061123,-0.17917176,-2.125891843,-2.241346903,-0.374569413,-0.870840079,-1.486734425,0.279288717,1.565939437,0.920326957,0.51978478,2.341501265,1.443906217,0.150112327,-0.835951035,1.217452192,-0.740536513,-0.448569312,-2.446589428,1.949555312,0.487943862,-0.565765325,0.275478756,-1.256654074,-1.683505904,1.017806085,-2.669684065,1.606734714,2.056786751,0.368880574,0.853026691,-0.368497994,-1.331021957,0.07377784,1.031664569,-2.535847769,0.293292163,0.601014877,-1.236339936,1.637444499,2.534814099,-2.717416666,-1.016417557,0.226876407,0.985252487,0.2565398,-0.006289029,1.429180465,1.845205439,0.643389038,1.871448813,-0.6389017,-0.007486825,1.161964241,-0.401023139,0.946878657,-1.461834213,1.1844946,1.648349901,0.046332894,-0.269995896,0.986402628,0.283096549,-3.079409042,-0.494204773,0.75988498,-1.438352802,2.916660154,1.768339997,2.562775401,-0.20459742,-1.687806889,-1.367882518
NP_005954,MYH1,myosin-1,0.962788246,2.018952362,-2.480686384,-1.567675588,-0.398943384,0.951139633,0.046004564,-0.273008937,1.995510152,0.364051898,1.229061123,-0.17917176,-1.9006449,-2.241346903,-0.374569413,-0.870840079,-1.486734425,0.279288717,1.557887706,1.102367815,0.613670171,2.423371762,1.789419591,0.150112327,-0.839107321,1.458207795,-0.728068321,-0.308847158,-2.86274067,1.845191937,0.27273647,-0.532307329,0.25049536,-1.244941546,-1.683505904,-0.837563764,-2.669684065,1.606734714,2.056786751,0.48478376,1.087244429,-0.368497994,-1.896727026,0.046712086,0.312943457,-2.419562733,-0.088645478,0.652729807,-1.668337329,1.637444499,2.735807423,-2.760060868,-1.2615068,0.245867757,0.914808585,0.222727515,-0.167006,2.157365814,1.845205439,0.643389038,1.871448813,-3.131161421,0.085093546,1.161964241,-0.401023139,0.946878657,-1.721242902,1.241455531,1.775502247,0.046332894,-0.460039837,0.986402628,-0.624923727,-2.959501869,-0.809387436,0.552662924,-1.594169652,2.675904475,1.768339997,3.140742238,-0.583201696,-1.879344913,-1.358110509
NP_002463,MYH8,myosin-8,1.111370375,2.018952362,-2.403085115,-1.340189621,-0.398943384,1.360739219,0.237937235,-0.155121652,1.995510152,0.364051898,1.229061123,-0.17917176,-1.46290084,-2.634010406,-0.110076175,-0.713530371,-1.452290576,0.600813476,1.557887706,1.176839074,0.51978478,2.341501265,1.789419591,1.117919801,-0.558197844,1.525303619,-0.363373705,-0.448569312,-2.976978266,2.05031995,0.27273647,-0.532307329,0.25049536,-1.014595158,-2.301971811,-2.0459504,-2.669684065,1.606734714,2.056786751,0.512055098,1.087244429,-0.37970367,-2.265529226,0.087310717,1.307537319,-2.296009882,0.69550968,0.492659784,-1.236339936,1.668345709,2.957491237,-2.760060868,-1.2615068,0.226876407,0.489327419,0.2565398,-0.006289029,1.429180465,1.824457481,0.390175637,1.844607553,-2.191008577,-0.459279032,1.018928426,-0.433966009,1.003417865,-2.010069071,1.1844946,1.906186603,-0.112658886,-1.586226157,0.404621182,-0.555357657,-2.985196263,-0.809387436,0.552662924,-1.594169652,2.354896902,1.286379205,1.710721198,0.006339249,-1.497321272,-0.124882954
NP_689914,ABCA13,ATP-binding cassette sub-family A member 13,0.661814191,0.169070777,-1.721302542,0.185304507,-0.077516235,0.826796901,0.283097864,-0.983074211,0.903718674,-0.035417467,-0.855732569,0.161595436,0.067078397,0.19232689,-0.069667486,-0.803899778,2.401593397,0.54071539,1.211663265,-0.453254058,0.12077187,0.650452028,1.018040896,1.721171994,-1.331487978,-0.870411975,1.983763434,-0.29451668,-4.840139056,0.038625928,0.111330926,-0.7414198,-0.049305386,-0.350885227,-0.162775881,0.271550315,-0.616843614,1.137375193,0.213269141,-2.253713097,1.073191364,0.040509168,-0.524657825,0.456081614,-0.336809468,-1.74850117,0.69550968,0.103566495,-0.642755732,-0.56581174,-1.535300714,-0.5709918,0.149117954,0.256719957,0.669663808,0.821204962,-0.327722972,0.154856104,0.710983722,-0.315684732,0.399653068,-0.153440959,-0.555562617,-0.677542873,1.553587127,0.049318729,-1.39765062,-0.345855743,0.150777824,0.462739937,-1.154521401,1.13477642,0.327033013,-2.162975652,-0.902655774,-1.296636942,-1.531179862,0.972271429,0.123871924,-0.145326943,-0.261388061,-1.654129874,-0.826513211
NP_001242941,NA,myosin-10 isoform 1,2.098108099,0.513140656,-0.662599521,-0.821655433,0.234071308,1.291253575,0.426106521,-1.761678603,2.809663935,1.910621366,0.414276247,0.0131424,-0.91465828,0.425405226,-0.712532994,-1.165377406,-1.991910875,-1.869217847,0.346102163,0.154927898,0.766233931,2.505242259,-0.524716496,0.918282385,-0.037410611,0.62937703,-1.282902863,0.869834604,-0.455591328,1.27659148,0.860713809,-0.582494322,-0.640579079,-1.822759604,-0.235064104,-0.279583533,-0.247164297,-0.270703371,1.388059775,-1.185585692,0.857711046,1.141466805,-1.45291421,-0.572417035,-0.173463761,-1.513508493,-1.616396044,0.502510247,-0.952738594,-0.114654081,-0.048541272,-2.165411154,-0.169498062,-0.329298844,0.573860101,-1.210913373,0.55622037,-0.325084239,0.74210566,0.085423224,-0.790309448,0.212363966,-1.318424869,0.686286995,-0.082575399,-0.413596036,-1.08742992,0.413623336,0.302654238,0.40217164,-1.698844789,1.205058742,0.458842408,-1.001018051,-1.983282044,1.155490724,-0.152034979,0.940170672,-1.089955257,-0.401539046,0.555315449,-0.450176581,0.314857457
NP_060227,ZNF407,zinc finger protein 407 isoform 1,1.385675843,0.614337679,-0.260735809,-1.41044264,-0.349745351,-0.603144513,0.222883692,-3.151651938,-1.707576407,0.323738476,0.371392832,-2.0652001,-2.202390805,,,,,0.633867423,-2.371357112,-2.554998502,-0.661606386,0.913002243,-3.232577125,-0.90015408,-0.166818348,-1.059859007,,,,-0.591153059,-2.440413865,-2.813027341,-3.651078235,-1.760292787,0.76626165,-0.228235659,-0.151943867,-0.266512661,1.160331129,-1.415119454,-1.999745356,-0.124774548,-7.169348308,-2.416271519,0.145967845,-2.438943572,0.546790598,0.33258976,-2.509248285,-3.597220394,-4.02998256,0.225033316,-0.806730093,,,-1.910827674,-1.837064961,4.279033126,-3.732537333,-0.176753485,-0.334008032,0.010658446,1.670069485,-4.070485471,-1.235575837,-3.184017229,-2.646556369,-0.942046819,-0.015226628,-0.108873368,-2.306516157,-1.94202747,-1.642785165,-0.569923217,2.069066468,1.839951456,1.671353688,2.380118926,-0.433953067,1.740513303,5.363589756,2.649161221,6.140929312
NP_055796,MYH15,myosin-15 precursor,-0.911632451,-0.725510908,0.116184638,-7.569290646,0.345586849,-0.22280204,-1.278707207,1.495300335,0.070805588,0.85147782,-1.027266227,-0.914689073,-2.958880539,-0.1079452,-0.172525968,-0.278418412,-0.120461755,-0.21652049,-0.14505344,-0.374645506,-1.1936236,-1.113998345,0.96581213,0.219551428,-0.839107321,-0.002113078,-0.157648538,-0.473647647,-1.198135701,-0.170100822,0.791540004,-1.862262642,0.496165416,-0.495339742,-2.591124703,-5.280866466,-1.532640105,0.965556083,-0.889226685,-0.265178035,0.609440243,-0.124774548,-4.559603927,1.065061077,0.610595635,-2.557651213,1.063927405,-0.371718346,1.210546062,-1.174565568,-2.980679177,-0.054523123,0.516751819,-2.719495899,0.407612493,,,1.869401608,-4.873675036,-3.61194061,-5.23253794,-2.997830654,1.144212982,-1.203116334,0.825183676,1.480467432,-4.318004105,1.66296642,-1.523394734,0.951071834,-1.722307004,-1.699943915,-0.522405309,-1.626248308,0.885523411,1.660986952,-0.374156871,2.522279422,-0.108183273,0.530953841,1.150265026,-1.813043289,1.106390199
NP_065935,MYH7B,myosin-7B,1.111370375,2.018952362,-3.467331083,0.827617825,-0.448141417,1.221767931,0.531481321,-0.155121652,2.468244607,0.943099234,1.321425401,-0.418720977,-4.089365198,-3.318546779,-0.110076175,-3.0296648,-2.110550798,-0.25858915,1.89203455,0.7382861,0.425899389,2.423371762,1.789419591,1.460775364,-0.801231886,1.58845263,-0.363373705,-0.448569312,-2.726743532,2.331021441,-0.138463368,-1.343663715,0.275478756,-1.256654074,-1.683505904,-0.837563764,-2.145971699,1.288240754,1.456739843,-0.435623897,1.241828136,-0.390909346,-1.331021957,0.07377784,-0.024637672,-2.579454658,0.749589346,0.492659784,-0.807640233,1.319162041,-0.048541272,-2.717416666,-0.714140824,-0.823073945,0.387888201,-0.835597008,-0.900713912,0.979029522,-2.300928215,-0.035581411,0.19834362,-0.700438977,0.20359642,1.102088784,-0.514493024,1.003417865,-2.820386933,1.856633585,1.775502247,0.034976338,-1.586226157,0.576422414,1.20210094,-4.16428346,-0.809387436,0.60917803,-1.594169652,1.01125092,1.230596706,0.921230416,-0.20459742,-1.497321272,0.836682746
NP_008974,KRR1,KRR1 small subunit processome component homolog,0.570379035,-0.794324884,-1.097720919,-1.383679585,1.368905935,-2.409771261,-0.247539522,0.659123082,0.175857689,-0.072066033,0.44066604,0.380901057,-1.254653666,-0.349422755,0.679730019,0.123223397,-0.491689904,1.799770285,-0.958278289,-0.540137194,-1.283597099,0.088651029,0.306926161,-1.486046498,0.773754957,-2.038668673,-1.111465224,-1.931773717,0.610626234,-0.00096018,-0.976235001,0.881292971,-1.081952399,0.043436555,0.533332932,-0.296699491,-0.213557086,0.236372541,-0.896456165,-1.01513983,0.370538151,0.446714912,-0.440270881,-0.721278681,0.287534124,-0.699513241,0.580590389,0.852201683,-1.73429113,0.200538256,-1.130358281,-0.530716719,0.394207197,1.198148309,0.018762156,0.611568794,-3.087862258,1.151146059,0.11620892,0.699409703,-0.611367716,-0.563689473,0.566511471,0.084206004,0.005272253,-0.713960579,-0.699654045,-0.600281234,-0.555624099,-1.910780211,-0.985593453,-0.673041094,-1.565896351,-1.075246301,-0.44274638,-0.775442073,-1.866020326,-0.999632231,0.746404614,1.537926989,-1.113247682,-1.512054966,-0.902734882
